Employee_ID,SALARY
883915,13.63
451195,30.66
200582,30.66
501040,51.43
511340,39.82
9078,35.43
332791,150963.05
383063,111597.93
456681,46.88
172236,36.07
667693,41.27
336248,36.07
610684,36.07
316791,121612.42
327596,35.43
99670260,27.05
115327,36.09
844366,87389.08
376962,23.45
638380,46.48
502507,42.55
96362,39.9
306585,87389.08
554740,24.53
448941,30.66
582572,36.07
253794,36.07
209800,159425.74
792280,25.25
951457,37.28
364127,23.45
177309,35.43
946977,36.07
647586,23.45
48113,36.18
111899,21.46
877877,23.45
40328,25.25
793492,25.25
430683,36.07
808660,25.25
260267,36.07
980166,23.45
371350,36.07
52236,23.45
909764,35.43
395485,36.07
647913,51
920778,36.09
489909,93932.72
222842,48.93
677498,14.4
935640,27.05
671655,86835.53
467735,39.53
787681,36.07
843504,36.18
75096359,24.8
22729,22.99
828051,36.07
807752,36.07
599475,13.5
705718,36.07
63659,25.25
521765,13.5
201050,38.91
664043,13.63
756955,35.43
861213,19.93
872405,36.07
268570,36.07
573272,36.07
558697,70055.73
297035,36.07
697998,25.25
268440,92112.18
52139,36.59
18030,32.46
98792,23.45
424945,36.18
695642,24.95
729665,36.07
261589,36.07
371936,36.07
495528,16.57
964577,36.07
778597,41.27
95731,48.93
329325,28.85
115592,36.07
327588,46.88
907837,36.07
202403,36.07
719590,36.07
797497,16.21
344791,31.93
746417,36.18
658727,36.07
210987,25.25
513985,36.07
53003,35.43
805825,36.07
751094,16.57
662159,28.85
313472,46.88
517731,36.07
167691,14.4
721754,141107.72
880534,39.15
877335,28.85
547932,13.63
543597,23.45
512735,87389.08
113518,36.07
577995,24.8
416173,13.63
896646,33.46
235114,37.28
645402,48.83
865900,37.28
89841,35.43
464697,36.07
272957,36.07
973030,37.28
323778,36.07
601522,23.45
434354,36.07
462569,213653.04
135910,16.57
380959,36.07
307648,36.07
969629,22.72
854934,48.83
905771,13.63
25465,36.07
243605,41.27
606897,23.45
260461,35.43
173563,36.18
692943,16.57
242845,13.5
727236,13.5
654561,36.07
666880,32.46
133264,37.84
586576,36.18
321183,36.07
531785,36.07
121446,36.07
485116,16.57
470544,112665.01
354931,23.45
855539,41.27
243098,36.07
877097,97689.99
364751,87389.08
959212,36.07
214443,36.07
499354,45.5
338449,46.88
175063,87389.08
116367,30.66
415370,23.45
108406,36.07
318085,36.07
450477,16.57
70260,28.85
302216,36.07
541127,35.43
136727,130323.84
402790,13.63
564775,35.43
800387,13.63
236427,36.18
380915,35.43
933814,28.85
105148,28.85
338766,41.27
623267,33.77
992084,16.57
491090,30.66
100915,36.07
697433,30.66
793159,46.88
998327,86698.48
582208,39.9
908638,13.5
441989,36.07
143386,51
95503,13.63
486674,27.05
292082,19.93
787146,30.66
749154,36.07
987388,13.5
387587,36.07
452610,36.07
235098,16.57
46895,36.07
390819,36.07
942846,36.07
458801,31.93
168822,41.27
835420,35.43
449048,13.5
662505,36.07
230912,53.4
775070,36.07
609077,16.57
780226,28.85
93174,46.88
740988,30.66
284062,30.66
341464,36.07
411452,14.4
692094,36.07
572313,36.07
953214,36.07
215337,27.05
347492,15.28
869274,25.25
76478,36.07
421592,13.5
688645,23.45
493463,36.07
465162,39.15
103108,36.07
474382,36.07
28983,21.46
878048,36.07
970494,36.07
402191,97320.95
235784,25.25
68034,41.27
841833,36.07
794389,111597.93
697575,16.57
214006,36.07
102948,36.07
503368,36.07
305913,36.07
633294,37.28
349390,67094.68
282797,36.07
831099,36.09
568777,86408.82
458173,35.43
677914,16.21
651224,36.07
782495,36.07
148267,104908.65
622207,45.5
116731,13.63
131910,35.43
736081,36.07
374261,97689.99
681750,39.14
300901,19.93
951068,19.93
613132,68493.63
611696,36.07
191151,23.45
560256,53.4
222928,24.53
829876,30.66
945427,48.93
379524,37.45
974685,36.07
806404,16.21
299842,25.25
838517,92112.18
716652,35.43
92660,27.05
544587,30.66
982924,35.43
339252,30.66
944580,23.45
748595,28.85
134700,13.63
455058,36.07
881762,36.07
510728,13.5
734774,14.4
430989,35.43
375329,37.73
243263,25.25
445988,36.07
404777,30.66
648820,16.57
769468,36.07
164962,36.07
555523,35.43
731152,38.92
36925,36.07
228860,30.66
615984,16.57
182483,23.45
641198,14.4
685514,13.5
127876,13.63
929787,36.07
787505,25.25
768817,36.07
598675,27.05
316863,49.35
948234,36.07
353549,53.4
173832,37.28
305700,36.07
830850,36.07
65732,22.99
928218,36.07
107413,16.57
940212,30.66
802693,16.57
206444,16.57
670127,30.66
840041,23.45
476014,23.45
633271,13.5
985440,35.43
249714,42.04
814983,36.07
280309,23.45
60746,13.5
998282,87389.08
773565,27.05
404266,36.07
82027,30.66
117004,30.66
283980,40.4
751229,36.07
611572,36.07
636292,35.43
863268,37.28
971942,15.28
911405,102453.31
102348,23.45
567416,36.07
927039,35.43
878057,67131.02
834224,36.07
675469,34.39
344645,25.25
771866,29.63
566801,14.4
226364,30.66
755289,36.07
68647,36.07
994801,30.66
189969,30.66
168746,36.07
25723,36.07
746255,123647.49
777393,36.18
347415,23.45
118881,38.21
768001,36.07
646875,39.62
644409,40.09
527366,36.07
231783,53.4
863105,30.66
863946,36.18
250853,28.85
394185,36.07
403631,25.25
576086,25.25
270041,27.05
274770,13.63
563965,36.07
987357,36.07
123444,25.25
686045,16.21
850654,36.07
591367,13.63
373923,27.05
103316,23.45
213603,36.07
880537,36.07
629864,13.5
986255,36.07
246093,36.07
659316,37.28
852916,36.07
756719,27.05
126573,36.07
787260,36.07
78165,37.28
631304,36.07
613768,16.57
557857,36.07
80577,23.45
237709,16.57
17861,51.43
986126,36.07
750937,23.45
214001,36.07
143552,36.07
386022,36.07
225829,27.05
124872,36.07
782119,48.55
788369,30.66
182400,36.07
320180,16.57
740488,16.57
677047,25.25
806719,25.25
189019,36.07
55111,111597.93
700624,37.28
502712579,19.93
928515,14.4
551143,23.45
554319,60806.2
132513,36.07
963891,36.07
569581,23.45
876154,23.45
433041,39.9
248710,27.05
174174,23.45
196010,63769.89
562733,36.07
227943,53.4
988717,16.57
586823,36.07
89838,41.27
745985,36.07
248626,36.07
547711,97689.99
340170,106283.76
134570,36.07
896768,36.07
171112,27.05
842080,36.07
740521,44.62
477210,30.66
740144,27.05
1935,13.5
216289,41.27
347113,16.21
908495,31.93
349195,36.07
960321,36.07
367274,28.85
993319,36.07
654511,27.05
744300,32.46
494442,36.07
926508,36.07
866725,36.07
187364,36.07
882109,36.07
823480,25.25
317832,36.07
642599,36.07
941059,30.66
887383,48.93
758858,37.28
233576,22.72
483897,14.4
411737,77371.36
79256,36.07
190762,23.45
916271,36.07
980795,35.43
838731,19.93
330093,35.43
478998,41.27
82852,36.07
605437,36.07
554176,36.07
569682,27.05
775406,30.66
174648,54.35
767408,39.9
437933,28.85
718784,25.25
830117,48.55
662389,87389.08
753612,37.28
73947,36.07
588028,16.57
570519,42.31
908412,15.28
943876,35.43
439098,30.66
765319,36.07
93601,36.07
45297,23.45
177179,16.57
966996,30.66
994269,48.55
254911,36.07
800427,40.09
781805,36.07
547778,25.25
154602,28.85
949399,35.43
551421,57548.25
853687,48.55
784567,27.05
239336,36.07
198984,37.28
672451,29.16
431499,30.66
634866,36.07
581544,13.5
808288,98143.34
432456,36.07
514285,36.07
5474971129,35.43
181432,35.43
487727,28.85
457137,30.66
104657,45465.56
807128,38.21
794305,37.28
810904,16.57
916048,36.18
622115,48.93
416419,57030.48
894679,53.4
907984,52.27
383191,46.88
648367,36.07
237678,36.18
750294,36.07
267709,36.09
939974,36.07
152456,35.43
220513,40.09
562761,91403.5
924286,19.93
937206,58.4
620063,36.07
399609,40.09
203521,16.57
677298,30.66
426210,36.07
278190,14.4
205857,36.09
290237,36.07
573284,48.83
488806,36.07
936806,36.07
319065,29.82
439679,13.5
169513,36.07
712377,36.07
450861780,25.25
291791,35.43
123851,36.07
352419,36.07
746604,36.07
740627,28.85
570599,39.15
161984,13.63
757421,13.63
863776,23.45
432744,49.35
716901,36.09
368244,48.93
373214,25.25
247108,40.33
104358,36.07
510061,35.59
925662,28.85
255430,33.32
893054,36.07
449685,92112.18
491389,36.18
42502,16.57
632157,16.21
678544,23.45
362656,22.72
711792,49.35
278573,36.07
757212,25.25
617979,25.25
908054,36.07
179401,25.25
600628,36.07
20272,36.07
135006,16.57
362183,23.45
877142,36.07
656390,35.43
464733,49.6
832256,16.57
813192,30.66
946134,23.45
460568,38.91
432661,13.63
70983,27.05
169574,16.57
338508,193086.4
675429,48.83
488760,36.07
12166,27.05
574480,23.45
56685,16.21
146868,21.46
406312,15.28
809885,23.45
281640,36.07
566499,35.43
228751,35.43
161245,36.07
135060,69331.16
260240,30.66
487306,36.07
656910,23.45
484988,36.07
789147,36.07
643932,36.07
533410,23.45
707774,36.07
703903,44.81
870933,36.07
974961,36.59
650072,53.4
558682,36.07
564228,48.83
962574,97689.99
281888,30.66
98999,112011.41
137107,36.07
868997,42.92
468604,36.07
593420,55000
308468,37.28
149142,37.28
356838,48.55
73706,38.21
815644,16.21
678970,35.43
704118,23.45
572976,48.55
468771,25.25
348594,36.07
368300,36.07
372574,28.85
842901,13.5
569968,37.28
477670,36.07
249932,37.28
370068,30.66
623608,36.18
3066,49.35
777614,53.4
391130,53.4
569106,23.45
964246,30.66
142944,36.07
664343,36.07
489578,106283.76
584133,30.66
753194,37.45
732761,23.45
470685,33.46
240051,36.07
970493,13.63
199849,36.18
767749,13.5
951541,36.07
428085,30.66
101359,23.45
118028,36.07
396491,37.28
925762,36.18
418259,23.45
182824,24.95
180094,36.07
396069,36.07
894079,40.09
460458,27.59
492326,49390.52
206311,16.57
303846,52932.98
265828,40.09
98613,36.07
175250,16.57
943848,16.57
562571,40.09
211059,45.5
869824,48.83
227757,58.4
574092,36.07
376137,19.93
676238,37.5
105137,36.07
553037,36.07
176471,28.85
33900,36.07
163436,36.07
305093,37.28
174255,35.43
947936,48.83
453545,87389.08
66962,37.84
452734,37.5
439252,23.45
451081,43.17
427791,13.5
717240,23.45
13415,23.45
144924,38.91
305118,46.48
260939,14.4
934394,36.07
638519,25.25
457834,36.07
430109,36.07
551473,87389.08
662892,36.07
45652,36.07
839721,37.28
49581,48.93
542278,58672.64
96309,36.07
978027,49.6
629236,37.28
647189,36.07
362501,155000.02
370527,37.28
272721,28.85
110677,37.28
408018,36.07
873223,60000.01
470926,16.21
801832,33.55
311424,54.35
365401,35.59
661384,87389.08
709887,68273.65
196066,16.21
101537,51
73327,126361.66
198288,40.8
858967,36.07
253936,46.88
965841,90675.92
930392,92112.18
554691,36.07
410523,30.66
438699,27.05
715169,36.07
831033,37.28
619917,35.43
39089,13.5
433224,36.07
436004,36.07
602561,25.25
943386,23
713236,36.07
921997,37.28
946014,46.48
93606,36.07
344943,36.07
345149,24.8
814465,36.07
251507,26.57
919179,30.66
24300,47766.2
547437,87389.08
968444,79121.89
496287,37.28
919873,31.93
289290,30.66
60127,36.07
777858,36.07
858475,53.4
611291,30.66
970388,37.28
740199,30.66
455126,29.82
619389,25.25
645419,13.5
397607,35.43
362073492,36.09
548855,36.07
505264,36.07
866432,36.07
104772,30.66
79674,255079.36
852647,36.07
152100,41.27
841080,40.09
246535,23.45
43313,16.57
228712,36.07
65956,49.6
655693,22.99
326294,16.57
516516,36.07
669521,38.21
730405,13.5
269118,36.07
660401,36.07
348048,22.99
924626,16.57
912508,25.25
650602,36.07
849357,36.07
760111,36.07
538701,51.43
931101,30.66
60915,57.35
411384,54.35
587724,37.28
498514,52.35
295813,48.93
384667,37.84
20308,42.55
142843,48.83
70560,41.27
4594,27.05
347278,36.07
953316,30.66
731153,30.66
248701,43.17
415661,36.07
138386,43.17
842431,36.07
631351,37.84
372338,19.93
285574,29.63
396011,37.28
875669,24.53
657081,36.07
112901,30.66
50960,65126.71
973549,53.4
62819,46.88
533898,36.07
59853,74221.97
155678,36.07
650212,36.07
517943,23.45
820397,53.4
488592,13.5
483968,36.07
616896,23.45
817023,36.18
484416,36.07
459135,45.42
619094,48.93
527830,44.34
171904,23.45
627011,36.07
545145,36.07
249100375,41.27
264486,36.07
838684,30.66
823056,37.28
649377,48.93
608761,36.07
368233,36.18
36880,16.21
565661,13.63
267294,35.43
944106,46.48
872630,37.28
969295,81483.73
522260,37.28
661360,37.45
523965,36.07
672522,47.3
32176,30.66
199347,71049.99
419601,36.07
714598,35.43
812316,43.17
332696,36.18
288176,36.07
175731,27.05
541423,27.05
198359,13.5
950557,35.43
335333,48.55
348662,23.45
366954,69331.16
484078,48.55
929445,95000.01
976697,37.28
593009,36.2
360146,67094.68
618276,24.53
892173,16.57
323915,36.07
499613,37.28
722196,37.28
816432,36.07
742130,23.45
948902,36.07
680975,36.07
936830,13.63
564588,35.43
644598,35.43
879802,138585.78
190341,73810.19
837131,141710.88
838130,36.2
815611,22.99
465070,87389.08
956634,36.07
435184,30.66
365884,36.07
469709,27.05
305145,32.46
902715,32.46
543234,30.66
558633,36.18
691977,35.59
74794,36.07
109418,36.07
46009,58672.64
975267,53.4
9961,36.07
227414,23.45
823931,22.72
974120,37.28
913185,53.4
881048,37.28
385193,45.5
208658,53.4
133010,22.72
317207,88569.83
126160,27.05
492141,35.43
511683,40.4
531521,35.59
224274,36.07
539979,37.28
959358,23.45
216935,28.09
748445,49.35
453387,39.9
124996,42.55
525343,36.07
239892,37.28
665850,37.28
341835,36.07
852466,30.66
881332,36.07
448487,77310.77
770891,37.28
468137,36.07
27003,36.07
767381,16.57
570088,95000.01
697268,35.43
177639,87389.08
78578,36.07
721537,14.4
160697,28.85
701599,36.07
644326,35.43
640773,40.09
548376,37.28
607708,45.5
178600,35.59
916756,87389.08
739582,36.07
44841,37.84
446239,38.21
118946,49.35
308672,35360
400034,49.46
529796,90142.52
299872,36.07
346611,19.93
144123,37.75
131204,80302.89
375482,37.5
208574,36.07
602394,36.07
460425,36.07
652759,60000.01
767728,13.63
42232,28.85
64180,27.05
889815,36.07
438479,37.28
771847,36.07
825063,16.57
505131,30.66
252105428,16.57
673485,15.28
912700,36.07
422340,36.07
489203,16.57
560058,25.25
109773,36.07
52457,23.45
663289,36.07
842782,23.45
52450,36.07
693195,36.07
911338,13.5
913881,16.57
959889,36.07
917616,13.5
58312,36.07
374205,36.07
443250,35.43
482031,36.07
294590,36.07
671551,19.93
168588,27.05
124672,16.57
45531,37.45
936949,87389.08
205083,35.43
893376,46.88
865563,35.43
614506,22.99
175768,24.95
340897,25.25
587156,36.07
999579,30.66
168229,29.82
544652,36.07
508785,36.07
501528,36.07
629075,36.18
590269,13.63
715589,45.5
789411,36.07
149097,25.25
387851,13.5
733274,23.45
469883,31.93
576676,23.45
79667,53.4
437216,35.43
963784,36.07
143941,36.07
560997,86698.48
98094,23.45
331411,36.07
205574,36.07
355893,40.33
566559,25.25
160072,13.63
970135,53.4
678010,28.85
131590,96009.83
286481,32.46
922466,36.09
392966,39.53
18126,27.05
287238,48.93
863263,30.66
952801,36.07
5517,80008.18
261546,49.46
938720,54.35
124325,36.07
372062,36.07
68899,36.07
634679,36.07
907254,36.07
635602,16.57
736304,36.07
325853,27.05
289381,36.07
994243,37.28
991337,35.43
852318,87389.08
758947,14.4
464555,30.06
726151,15.28
129207485,16.57
861168,40.09
923135,13.63
844733,36.07
722693,31.81
16202,36.91
899314,53.4
461976,25.25
503934,29.63
128710,23.45
917311,36.07
581872,36.07
168990,16.57
558899,76256.29
673473,28.85
845095,36.07
670655,36.18
698818,37.28
486335,16.57
166758,43.17
119369,32.46
712721,48.93
284170,43.17
683396,27.05
754644,16.57
150919,14.4
617834,56539.08
168266,36.07
8286,36.07
983308,35.59
478853428,36.07
426390,36.07
559642,37.28
725727,23.45
123725,31.93
20889,47.3
303336,13.63
231173,36.07
242840,30.66
900869,36.18
700842,16.57
106117,23.45
187370,13.63
257538,13.63
784635,30.66
23677,36.18
61179,36.07
901876,35.43
786196,23.45
497950,46.88
494120,32.46
519896,24.95
595080,36.07
6860784879,36.18
105106,87389.08
564147,25.25
798754,23.45
802864,16.57
963219,36.07
227030,36.07
779805,21.46
257406,35.43
985918,48.55
172438,44.81
259561,36.07
400363,16.57
369015,35360
950275,38.21
867660,32.46
445033,36.07
6984008645,59778.18
245633,36.07
713435,37.28
498621,28.85
580132,35.43
14701,39.62
212757,36.07
916612,48.93
721647,35.43
227413,48.83
184127,35.43
352448,106283.76
443286,36.07
452195,35.43
402456,51
800650,27.05
841539,15.28
325586,16.57
280061,30.66
492761,89750.23
778090,87389.08
685762,193086.4
546713,35.43
276243,48.93
418347,36.2
998018,23.45
99636,36.07
520584,53.4
788464,30.66
970509,23.45
824141,81483.73
202299,21.46
232354,65162.45
869036,30.66
219397,30.66
829044,54.35
134539,36.07
84897,51
992952,36.07
694481,35.43
888719,36.07
375493,23.45
173971,36.07
619779,36.07
227989,123647.49
855898,35.43
258447,23.45
946170,36.07
592119,36.07
407453,27.05
436166,23.45
744297,36.07
702767,32.46
280265,87389.08
986440,37.5
587731,48.93
45888,35.43
509392,36.07
674744,27040
14657,27.05
19066,24.95
83663,48.93
631617,35.43
64075,30.66
806210,106283.76
981139,36.07
698798,36.07
543965,32.46
918241,30.66
184488,53.4
230132,36.07
424829,46.88
145137,30.66
449033,36.07
539290,19.93
90504,36.07
340717,36.07
485586,97104.3
592903,36.07
782886,19.93
863241,28.85
373504,14.4
944166,36.07
355818,47.3
577770,36.07
891765,28.85
688158,30.66
216583,30.66
497680,25.25
286475,36.07
260108,36.07
702299,36.07
995220,37.28
799896,37.28
6537,46.88
74313,23.45
256721,48.93
71427,30.66
426719,36.07
418990,37.28
845722,36.07
15263,36.07
487036,48.83
483840,36.07
892199,36.07
227058,36.06
188064,38.92
131416,52.27
417623,132500.01
966133,98143.34
808337,56.02
694747,53.4
336300,28.85
628134800,36.07
398935,37.28
700042,16.21
879988,29.32
806291,90048.11
260020,23.45
488959,36.07
885862,28.85
559069,13.63
945985,100378.53
777130,94473.97
988304,36.07
571391,35.43
795565,35.43
895652,36.07
230691,16.57
676183,36.07
199867,30.66
422184,36.07
487465,36.07
