stop_id,routes,cross_street,on_street,dept_name
9367,87,KOSTNER (west leg),87TH STREET,Bus Operations
9368,87,KILDARE,87TH STREET,Bus Operations
9369,87,KEELER (west leg),87TH STREET,Bus Operations
9370,87,KARLOV,87TH STREET,Bus Operations
9371,87,PULASKI,87TH STREET,Bus Operations
9372,87,SPRINGFIELD,87TH STREET,Bus Operations
9373,87,HAMLIN,87TH STREET,Bus Operations
9374,87,LAWNDALE,87TH STREET,Bus Operations
9375,87,CENTRAL PARK RR CROSSING,87TH STREET,Bus Operations
9376,87,3400 WEST (Cemetery ent.),87TH STREET,Bus Operations
9377,87,3300 WEST(Cem./mall ent.),87TH STREET,Bus Operations
9378,87,KEDZIE,87TH STREET,Bus Operations
9379,87,ALBANY,87TH STREET,Bus Operations
9380,87,SACRAMENTO (east leg),87TH STREET,Bus Operations
9381,87,FRANCISCO (west leg),87TH STREET,Bus Operations
9382,87,CALIFORNIA,87TH STREET,Bus Operations
9383,87,WASHTENAW (west leg),87TH STREET,Bus Operations
9384,87,2600 WEST RR CROSSING,87TH STREET,Bus Operations
9386,87,2330 WEST,87TH STREET,Bus Operations
9387,48&87,LONGWOOD,87TH STREET,Bus Operations
9388,87,BEVERLY/DAMEN,87TH STREET,Bus Operations
9391,87,PAULINA,87TH STREET,Bus Operations
9393,87,LAFLIN,87TH STREET,Bus Operations
9395,87,THROOP,87TH STREET,Bus Operations
9397,24&87,ABERDEEN,87TH STREET,Bus Operations
9399,87,VINCENNES,87TH STREET,Bus Operations
9401,87,UNION,87TH STREET,Bus Operations
9402,87,WALLACE,87TH STREET,Bus Operations
9403,87,NORMAL,87TH STREET,Bus Operations
9404,87,HOLLAND,87TH STREET,Bus Operations
9405,87,WENTWORTH,87TH STREET,Bus Operations
9407,87,LAFAYETTE,87TH STREET,Bus Operations
9408,87,RED LINE STATION,87TH STREET,Bus Operations
9409,87,STATE,87TH STREET,Bus Operations
9410,87,WABASH,87TH STREET,Bus Operations
9411,87,MICHIGAN,87TH STREET,Bus Operations
9412,87,INDIANA,87TH STREET,Bus Operations
9413,87,PRAIRIE,87TH STREET,Bus Operations
9414,87,CALUMET,87TH STREET,Bus Operations
9415,87,KING DRIVE,87TH STREET,Bus Operations
9416,87,EBERHART,87TH STREET,Bus Operations
9417,87,ST. LAWRENCE,87TH STREET,Bus Operations
9418,87,LANGLEY,87TH STREET,Bus Operations
9419,87,COTTAGE GROVE,87TH STREET,Bus Operations
9420,87,DREXEL,87TH STREET,Bus Operations
9421,87,DAUPHIN/INGLESIDE,87TH STREET,Bus Operations
9422,87,DOBSON,87TH STREET,Bus Operations
9423,87,GREENWOOD,87TH STREET,Bus Operations
9425,87,KIMBARK (west leg),87TH STREET,Bus Operations
9426,87,DORCHESTER (west leg),87TH STREET,Bus Operations
9427,87,BLACKSTONE (west leg),87TH STREET,Bus Operations
9429,87,STONY ISLAND,87TH STREET,Bus Operations
9430,87,EAST END,87TH STREET,Bus Operations
9431,87,CREGIER,87TH STREET,Bus Operations
9432,87,BENNETT,87TH STREET,Bus Operations
9434,87,CLYDE,87TH STREET,Bus Operations
9435,87,PAXTON,87TH STREET,Bus Operations
9436,87,ANTHONY,87TH STREET,Bus Operations
9437,87,SOUTH CHICAGO,87TH STREET,Bus Operations
9438,87,ESSEX,87TH STREET,Bus Operations
9439,87,COLFAX,87TH STREET,Bus Operations
9440,87,MARQUETTE AVENUE (east le,87TH STREET,Bus Operations
9441,87,MANISTEE (east leg),87TH STREET,Bus Operations
9442,87,ESCANABA (west leg),87TH STREET,Bus Operations
9444,87,COMMERCIAL,87TH STREET,Bus Operations
9445,87,BALTIMORE,87TH STREET,Bus Operations
9446,87,BURLEY (west leg),87TH STREET,Bus Operations
9447,87,BUFFALO,87TH STREET,Bus Operations
9448,87,88TH STREET,BUFFALO,Bus Operations
9449,87,89TH STREET,BUFFALO,Bus Operations
9450,87,90TH STREET,BUFFALO,Bus Operations
9451,87,91ST STREET,BUFFALO,Bus Operations
9452,26&87,HOUSTON,91ST STREET,Bus Operations
9453,26&87,COMMERCIAL,91ST STREET,Bus Operations
9454,87,COMMERCIAL,87TH STREET,Bus Operations
9456,87,ESCANABA (east leg),87TH STREET,Bus Operations
9457,87,BURNHAM,87TH STREET,Bus Operations
9458,87,MARQUETTE AVENUE (west le,87TH STREET,Bus Operations
9459,87,COLFAX,87TH STREET,Bus Operations
9460,87,ESSEX,87TH STREET,Bus Operations
9462,87,SOUTH CHICAGO,87TH STREET,Bus Operations
9463,87,PAXTON,87TH STREET,Bus Operations
9464,15&87,CLYDE,87TH STREET,Bus Operations
9465,87,JEFFERY,87TH STREET,Bus Operations
9466,87,BENNETT,87TH STREET,Bus Operations
9467,87,CREGIER,87TH STREET,Bus Operations
9468,87,EAST END,87TH STREET,Bus Operations
9470,87,STONY ISLAND,87TH STREET,Bus Operations
9471,87,BLACKSTONE (east leg),87TH STREET,Bus Operations
9472,87,DORCHESTER (east leg),87TH STREET,Bus Operations
9475,87,GREENWOOD,87TH STREET,Bus Operations
9476,87,DOBSON,87TH STREET,Bus Operations
9480,87,LANGLEY,87TH STREET,Bus Operations
9481,87,ST. LAWRENCE,87TH STREET,Bus Operations
9482,87,EBERHART,87TH STREET,Bus Operations
9483,87,KING DRIVE,87TH STREET,Bus Operations
9484,87,CALUMET,87TH STREET,Bus Operations
9485,87,PRAIRIE,87TH STREET,Bus Operations
9486,87,INDIANA,87TH STREET,Bus Operations
9487,87,MICHIGAN,87TH STREET,Bus Operations
9488,87,WABASH,87TH STREET,Bus Operations
9489,87,STATE,87TH STREET,Bus Operations
9490,87,LAFAYETTE,87TH STREET,Bus Operations
9491,87,100' W-entrance to Mall,87TH STREET,Bus Operations
9492,87,200 W-lumber yard-serv dr,87TH STREET,Bus Operations
9493,87,HOLLAND,87TH STREET,Bus Operations
9494,87,NORMAL,87TH STREET,Bus Operations
9495,87,WALLACE,87TH STREET,Bus Operations
9496,87,UNION,87TH STREET,Bus Operations
9498,24&87,VINCENNES,87TH STREET,Bus Operations
9500,24&87,ABERDEEN,87TH STREET,Bus Operations
9502,87,THROOP,87TH STREET,Bus Operations
9503,87,LOOMIS,87TH STREET,Bus Operations
9504,87,LAFLIN,87TH STREET,Bus Operations
9505,87,ASHLAND,87TH STREET,Bus Operations
9506,87,PAULINA,87TH STREET,Bus Operations
9507,87,WOOD,87TH STREET,Bus Operations
9508,87,WOLCOTT,87TH STREET,Bus Operations
9509,87,DAMEN/BEVERLY,87TH STREET,Bus Operations
9510,48&87,driveway opp. LONGWOOD,87TH STREET,Bus Operations
9511,87,WESTERN,87TH STREET,Bus Operations
9512,87,2600 WEST RR CROSSING,87TH STREET,Bus Operations
9513,87,WASHTENAW (east leg),87TH STREET,Bus Operations
9515,87,FRANCISCO (east leg),87TH STREET,Bus Operations
9516,87,SACRAMENTO (west leg),87TH STREET,Bus Operations
9517,87,ALBANY,87TH STREET,Bus Operations
9518,87,KEDZIE,87TH STREET,Bus Operations
9519,87,3300 WEST(Cem./mall ent.),87TH STREET,Bus Operations
9520,87,3400 WEST (Cemetery ent.),87TH STREET,Bus Operations
9521,87,CENTRAL PARK RR CROSSING,87TH STREET,Bus Operations
9522,87,LAWNDALE,87TH STREET,Bus Operations
9523,87,HAMLIN,87TH STREET,Bus Operations
9524,87,SPRINGFIELD,87TH STREET,Bus Operations
9525,87,PULASKI,87TH STREET,Bus Operations
9526,87,KARLOV,87TH STREET,Bus Operations
9527,87,KEELER (east leg),87TH STREET,Bus Operations
9528,87,KILDARE,87TH STREET,Bus Operations
9529,87,KOSTNER (east leg),87TH STREET,Bus Operations
9530,87,KILBOURN,87TH STREET,Bus Operations
9531,87,KENTON (east leg),87TH STREET,Bus Operations
9532,87,KILPATRICK,87TH STREET,Bus Operations
9534,56A&86,DEVON,MILWAUKEE,Bus Operations
9535,86,PALATINE,NAGLE,Bus Operations
9536,86,RAVEN,NAGLE,Bus Operations
9537,86,NAPLES,NAGLE,Bus Operations
9538,86,PETERSON,NAGLE,Bus Operations
9539,86,NEWBURG,NAGLE,Bus Operations
9541,86,AVONDALE/SOMERSET,NAGLE,Bus Operations
9542,86,BRYN MAWR,NAGLE,Bus Operations
9543,86,CATALPA,NAGLE,Bus Operations
9544,86,BALMORAL,NAGLE,Bus Operations
9545,86,BERWYN,NAGLE,Bus Operations
9546,86,HIGGINS,NAGLE,Bus Operations
9547,86,FOSTER,NAGLE,Bus Operations
9548,86,CARMEN,NAGLE,Bus Operations
9549,86,ARGYLE,NAGLE,Bus Operations
9550,86,STRONG,NAGLE,Bus Operations
9551,81W,NAGLE,GUNNISON,Bus Operations
9552,81W,MOBILE,GUNNISON,Bus Operations
9553,81W,MELVINA (west leg),GUNNISON,Bus Operations
9554,81W,MEADE,GUNNISON,Bus Operations
9555,81W,AUSTIN,GUNNISON,Bus Operations
9556,91,LAWRENCE,AUSTIN,Bus Operations
9557,91,LELAND,AUSTIN,Bus Operations
9558,91,EASTWOOD,AUSTIN,Bus Operations
9559,91,WILSON,AUSTIN,Bus Operations
9560,91,SUNNYSIDE,AUSTIN,Bus Operations
9561,91,MONTROSE,AUSTIN,Bus Operations
9562,91,CULLOM,AUSTIN,Bus Operations
9563,91,BERTEAU,AUSTIN,Bus Operations
9564,91,BELLE PLAINE,AUSTIN,Bus Operations
9565,91,IRVING PARK,AUSTIN,Bus Operations
9566,91,BYRON,AUSTIN,Bus Operations
9567,91,GRACE,AUSTIN,Bus Operations
9568,91,WAVELAND,AUSTIN,Bus Operations
9569,91,ADDISON,AUSTIN,Bus Operations
9571,91,ROSCOE,AUSTIN,Bus Operations
9572,91,SCHOOL,AUSTIN,Bus Operations
9573,91,BELMONT,AUSTIN,Bus Operations
9574,91,BARRY,AUSTIN,Bus Operations
9575,91,WELLINGTON,AUSTIN,Bus Operations
9576,91,GEORGE,AUSTIN,Bus Operations
9577,91,DIVERSEY,AUSTIN,Bus Operations
9578,91,SCHUBERT,AUSTIN,Bus Operations
9579,91,WRIGHTWOOD,AUSTIN,Bus Operations
9580,91,ALTGELD,AUSTIN,Bus Operations
9581,91,FULLERTON,AUSTIN,Bus Operations
9582,91,BELDEN,AUSTIN,Bus Operations
9583,91,GRAND,AUSTIN,Bus Operations
9584,91,DICKENS,AUSTIN,Bus Operations
9585,91,CORTLAND,AUSTIN,Bus Operations
9586,91,BLOOMINGDALE,AUSTIN,Bus Operations
9587,91,WABANSIA,AUSTIN,Bus Operations
9589,91,NORTH AVENUE,AUSTIN,Bus Operations
9590,91,LE MOYNE,AUSTIN,Bus Operations
9591,91,GREENFIELD/HIRSCH,AUSTIN,Bus Operations
9592,91,BERKSHIRE/POTOMAC,AUSTIN,Bus Operations
9593,91,DIVISION,AUSTIN,Bus Operations
9595,91,AUGUSTA,AUSTIN,Bus Operations
9596,91,IOWA,AUSTIN,Bus Operations
9598,91,SUPERIOR (north leg),AUSTIN,Bus Operations
9599,91,ONTARIO,AUSTIN,Bus Operations
9600,91,ERIE,AUSTIN,Bus Operations
9602,91,LAKE,AUSTIN,Bus Operations
9603,N20&91,SOUTH BLVD/CORCORAN,AUSTIN,Bus Operations
9604,N20&91,PLEASANT/FULTON,AUSTIN,Bus Operations
9605,N20&91,RANDOLPH/WEST END,AUSTIN,Bus Operations
9606,N20&91,WASHINGTON,AUSTIN,Bus Operations
9607,91,MADISON,AUSTIN,Bus Operations
9608,91,ADAMS (south leg),AUSTIN,Bus Operations
9609,91,JACKSON,AUSTIN,Bus Operations
9610,91,VAN BUREN,AUSTIN,Bus Operations
9611,91,HARRISON,AUSTIN,Bus Operations
9612,91,BLUE LINE (FOREST PARK),AUSTIN,Bus Operations
9613,91,HARVARD/ARTHINGTON,AUSTIN,Bus Operations
9614,91,AUSTIN,FILLMORE,Bus Operations
9615,91,MASON,FILLMORE,Bus Operations
9616,91,ROOSEVELT,MASON,Bus Operations
9617,91,ROOSEVELT,AUSTIN,Bus Operations
9618,91,FILLMORE,AUSTIN,Bus Operations
9619,91,HARVARD/ARTHINGTON,AUSTIN,Bus Operations
9620,91,RAILROAD AVENUE,AUSTIN,Bus Operations
9621,91,HARRISON,AUSTIN,Bus Operations
9622,91,VAN BUREN,AUSTIN,Bus Operations
9623,91,JACKSON,AUSTIN,Bus Operations
9624,91,ADAMS (south leg),AUSTIN,Bus Operations
9625,91,MADISON,AUSTIN,Bus Operations
9626,N20&91,WASHINGTON,AUSTIN,Bus Operations
9627,N20&91,WEST END/RANDOLPH,AUSTIN,Bus Operations
9628,N20&91,FULTON/PLEASANT,AUSTIN,Bus Operations
9629,N20&91,CORCORAN/SOUTH BLVD,AUSTIN,Bus Operations
9630,91,LAKE,AUSTIN,Bus Operations
9632,91,ERIE,AUSTIN,Bus Operations
9633,91,HURON,AUSTIN,Bus Operations
9634,91,CHICAGO,AUSTIN,Bus Operations
9635,91,IOWA,AUSTIN,Bus Operations
9636,91,AUGUSTA,AUSTIN,Bus Operations
9637,91,THOMAS,AUSTIN,Bus Operations
9638,91,DIVISION,AUSTIN,Bus Operations
9639,91,BERKSHIRE/POTOMAC,AUSTIN,Bus Operations
9640,91,GREENFIELD/HIRSCH,AUSTIN,Bus Operations
9641,91,LE MOYNE,AUSTIN,Bus Operations
9642,91,NORTH AVENUE,AUSTIN,Bus Operations
9643,91,WABANSIA,AUSTIN,Bus Operations
9644,91,BLOOMINGDALE,AUSTIN,Bus Operations
9645,91,CORTLAND,AUSTIN,Bus Operations
9646,91,DICKENS,AUSTIN,Bus Operations
9647,91,GRAND,AUSTIN,Bus Operations
9648,91,BELDEN,AUSTIN,Bus Operations
9649,91,FULLERTON,AUSTIN,Bus Operations
9650,91,ALTGELD,AUSTIN,Bus Operations
9651,91,WRIGHTWOOD,AUSTIN,Bus Operations
9652,91,SCHUBERT,AUSTIN,Bus Operations
9653,91,DIVERSEY,AUSTIN,Bus Operations
9654,91,GEORGE,AUSTIN,Bus Operations
9656,91,BARRY,AUSTIN,Bus Operations
9657,91,BELMONT,AUSTIN,Bus Operations
9658,91,SCHOOL,AUSTIN,Bus Operations
9659,91,ROSCOE,AUSTIN,Bus Operations
9660,91,CORNELIA,AUSTIN,Bus Operations
9661,91,ADDISON,AUSTIN,Bus Operations
9662,91,WAVELAND,AUSTIN,Bus Operations
9663,91,GRACE,AUSTIN,Bus Operations
9664,91,BYRON,AUSTIN,Bus Operations
9665,91,IRVING PARK,AUSTIN,Bus Operations
9666,91,BELLE PLAINE,AUSTIN,Bus Operations
9667,91,BERTEAU,AUSTIN,Bus Operations
9668,91,CULLOM,AUSTIN,Bus Operations
9669,91,MONTROSE,AUSTIN,Bus Operations
9670,91,SUNNYSIDE,AUSTIN,Bus Operations
9671,91,WILSON,AUSTIN,Bus Operations
9672,91,EASTWOOD,AUSTIN,Bus Operations
9673,91,LELAND,AUSTIN,Bus Operations
9674,91,LAWRENCE,AUSTIN,Bus Operations
9675,81W&91,AUSTIN,LAWRENCE,Bus Operations
9676,81W&91,MARMORA,LAWRENCE,Bus Operations
9677,81W&91,MENARD,LAWRENCE,Bus Operations
9678,81W&91,MAJOR,LAWRENCE,Bus Operations
9679,81W&91,CENTRAL,LAWRENCE,Bus Operations
9680,81W&91,LINDER,LAWRENCE,Bus Operations
9681,81W&91,LONG,LAWRENCE,Bus Operations
9684,81W&91,LONG,LAWRENCE,Bus Operations
9685,81W&91,LINDER,LAWRENCE,Bus Operations
9686,81W&91,CENTRAL,LAWRENCE,Bus Operations
9687,81W&91,MAJOR,LAWRENCE,Bus Operations
9688,81W&91,MENARD,LAWRENCE,Bus Operations
9689,81W&91,MARMORA,LAWRENCE,Bus Operations
9690,81W,AUSTIN,GUNNISON,Bus Operations
9691,81W,MEADE,GUNNISON,Bus Operations
9692,81W,MELVINA (west leg),GUNNISON,Bus Operations
9693,81W,MOBILE,GUNNISON,Bus Operations
9694,81W,NAGLE,GUNNISON,Bus Operations
9695,86&91,STRONG,NAGLE,Bus Operations
9697,86&91,CARMEN,NAGLE,Bus Operations
9698,86&91,FOSTER,NAGLE,Bus Operations
9700,86&91,BERWYN,NAGLE,Bus Operations
9701,86&91,BALMORAL,NAGLE,Bus Operations
9702,86&91,CATALPA,NAGLE,Bus Operations
9703,86&91,BRYN MAWR,NAGLE,Bus Operations
9704,86&91,AVONDALE/SOMERSET,NAGLE,Bus Operations
9706,86,ROSEDALE,NAGLE,Bus Operations
9707,86,PETERSON,NAGLE,Bus Operations
9708,86,HYACINTH,NAGLE,Bus Operations
9709,86,RAVEN,NAGLE,Bus Operations
9710,86,HAFT,NAGLE,Bus Operations
9711,86,MILWAUKEE,NAGLE,Bus Operations
9712,81W,CUMBERLAND,LAWRENCE,Bus Operations
9713,81W,PITTSBURGH,LAWRENCE,Bus Operations
9714,81W,COURTLAND,LAWRENCE,Bus Operations
9715,81W,VINE,LAWRENCE,Bus Operations
9716,81W,CANFIELD,LAWRENCE,Bus Operations
9717,81W,OPAL,LAWRENCE,Bus Operations
9718,81W,OVERHILL,LAWRENCE,Bus Operations
9719,81W,ORIOLE,LAWRENCE,Bus Operations
9720,81W,OLCOTT,LAWRENCE,Bus Operations
9721,81W,OKETO,LAWRENCE,Bus Operations
9722,81W,OCTAVIA,LAWRENCE,Bus Operations
9723,81W&90,GUNNISON,HARLEM,Bus Operations
9724,81W,MONTCLARE,GUNNISON,Bus Operations
9725,81W,SAYRE/NORDICA,GUNNISON,Bus Operations
9726,81W,NEW ENGLAND,GUNNISON,Bus Operations
9727,81W,OAK PARK,GUNNISON,Bus Operations
9728,81W,RUTHERFORD,GUNNISON,Bus Operations
9729,81W,NATOMA,GUNNISON,Bus Operations
9730,81W,NEENAH,GUNNISON,Bus Operations
9731,81W,AUSTIN/MASON,LAWRENCE,Bus Operations
9732,81W,NEENAH,GUNNISON,Bus Operations
9733,81W,NATOMA,GUNNISON,Bus Operations
9734,81W,RUTHERFORD,GUNNISON,Bus Operations
9735,81W,OAK PARK,GUNNISON,Bus Operations
9736,81W,NEW ENGLAND,GUNNISON,Bus Operations
9737,81W,SAYRE/NORDICA,GUNNISON,Bus Operations
9738,81W,MONTCLARE,GUNNISON,Bus Operations
9740,81W&90,LAWRENCE,HARLEM,Bus Operations
9741,81W,OCTAVIA,LAWRENCE,Bus Operations
9742,81W,OKETO,LAWRENCE,Bus Operations
9743,81W,OLCOTT,LAWRENCE,Bus Operations
9744,81W,ORIOLE,LAWRENCE,Bus Operations
9745,81W,OVERHILL,LAWRENCE,Bus Operations
9746,81W,OPAL,LAWRENCE,Bus Operations
9747,81W,CANFIELD,LAWRENCE,Bus Operations
9748,81W,VINE,LAWRENCE,Bus Operations
9749,81W,PROSPECT,LAWRENCE,Bus Operations
9750,81W,PITTSBURGH,LAWRENCE,Bus Operations
9751,81W,CUMBERLAND,LAWRENCE,Bus Operations
9752,56A&85&85A,GETTYSBURG/FOSTER (n.leg),MILWAUKEE,Bus Operations
9753,56A&85&85A,CENTRAL,MILWAUKEE,Bus Operations
9754,56A,PARKSIDE,MILWAUKEE,Bus Operations
9755,56A,MENARD,MILWAUKEE,Bus Operations
9756,56A,MILTMORE,MILWAUKEE,Bus Operations
9757,56A,MASON,MILWAUKEE,Bus Operations
9758,56A,AUSTIN,MILWAUKEE,Bus Operations
9759,56A,MEDINA,MILWAUKEE,Bus Operations
9760,56A,PETERSON,MILWAUKEE,Bus Operations
9762,56A,RAVEN,MILWAUKEE,Bus Operations
9763,56A,HAFT,MILWAUKEE,Bus Operations
9764,56A,NAGLE,MILWAUKEE,Bus Operations
9765,56A,MILWAUKEE,DEVON,Bus Operations
9766,56A,NASHVILLE,DEVON,Bus Operations
9767,56A,NORMANDY,DEVON,Bus Operations
9768,56A,OAK PARK,DEVON,Bus Operations
9769,56A,NEWARK,DEVON,Bus Operations
9770,56A,SAYRE,DEVON,Bus Operations
9772,56A&90N,NORTHWEST HWY,HARLEM,Bus Operations
9773,56A&90N,PALATINE,HARLEM,Bus Operations
9775,56A,DEVON/ODELL,AVONDALE,Bus Operations
9776,56A,NORTHWEST HWY,DEVON,Bus Operations
9777,56A,HARLEM,DEVON,Bus Operations
9778,56A,NORDICA,DEVON,Bus Operations
9779,56A,SAYRE,DEVON,Bus Operations
9780,56A,NEWARK,DEVON,Bus Operations
9781,56A,OAK PARK,DEVON,Bus Operations
9782,56A,NORMANDY,DEVON,Bus Operations
9783,56A,NEENAH,DEVON,Bus Operations
9784,56A,MILWAUKEE,DEVON,Bus Operations
9785,56A,HAFT,MILWAUKEE,Bus Operations
9786,56A,RAVEN,MILWAUKEE,Bus Operations
9788,56A,PETERSON,MILWAUKEE,Bus Operations
9789,56A,MEDINA,MILWAUKEE,Bus Operations
9790,56A,AUSTIN,MILWAUKEE,Bus Operations
9791,56A,MASON,MILWAUKEE,Bus Operations
9793,56A,MENARD,MILWAUKEE,Bus Operations
9795,56A,CENTRAL,MILWAUKEE,Bus Operations
9796,56A&85&85A,FOSTER(n. leg)/GETTYSBURG,MILWAUKEE,Bus Operations
9797,56A&85&85A,FOSTER (south leg),MILWAUKEE,Bus Operations
9798,85&88,MILWAUKEE,GALE,Bus Operations
9799,85&88,HIGGINS,GALE,Bus Operations
9800,88,CENTRAL/EDMUNDS,HIGGINS,Bus Operations
9801,88,MAJOR,HIGGINS,Bus Operations
9802,88,MENARD,HIGGINS,Bus Operations
9803,88,MARMORA,HIGGINS,Bus Operations
9805,88,MEADE,HIGGINS,Bus Operations
9807,88,FOSTER,HIGGINS,Bus Operations
9809,88,NAGLE,HIGGINS,Bus Operations
9810,88,NEENAH,HIGGINS,Bus Operations
9811,88,NATOMA,HIGGINS,Bus Operations
9813,88,TALCOTT,HIGGINS,Bus Operations
9814,88,NEWCASTLE,HIGGINS,Bus Operations
9815,88,NEWLAND,HIGGINS,Bus Operations
9817,88,NORDICA,HIGGINS,Bus Operations
9818,88,MONTCLARE,HIGGINS,Bus Operations
9819,88,HARLEM,HIGGINS,Bus Operations
9820,90N,TALCOTT,HARLEM,Bus Operations
9821,90N,THORNDALE,HARLEM,Bus Operations
9823,90N,HOOD,HARLEM,Bus Operations
9824,90N,MYRTLE,HARLEM,Bus Operations
9839,88&90N,BLUE LINE STATION,HARLEM,Bus Operations
9840,88,HARLEM,TALCOTT,Bus Operations
9841,88,OCONTO,TALCOTT,Bus Operations
9842,88,ODELL,TALCOTT,Bus Operations
9843,88,RESURRECTION HOSP. ENTR.,TALCOTT,Bus Operations
9844,88,ORIOLE,TALCOTT,Bus Operations
9845,88,OVERHILL,TALCOTT,Bus Operations
9846,88,CANFIELD,TALCOTT,Bus Operations
9847,88,PALATINE,CANFIELD,Bus Operations
9849,88,OVERHILL,DEVON,Bus Operations
9850,88,ORIOLE,DEVON,Bus Operations
9851,88,OLCOTT,DEVON,Bus Operations
9852,88,ODELL,DEVON,Bus Operations
9853,88,HIGHLAND,AVONDALE,Bus Operations
9854,88,HARLEM,PALATINE,Bus Operations
9855,88&90N,MYRTLE,HARLEM,Bus Operations
9856,88&90N,HOOD,HARLEM,Bus Operations
9857,88&90N,PETERSON,HARLEM,Bus Operations
9858,88&90N,THORNDALE,HARLEM,Bus Operations
9859,88&90N,TALCOTT,HARLEM,Bus Operations
9860,88,HARLEM,HIGGINS,Bus Operations
9861,88,MONTCLARE,HIGGINS,Bus Operations
9864,88,NEWLAND,HIGGINS,Bus Operations
9865,88,NEWCASTLE,HIGGINS,Bus Operations
9866,88,RUTHERFORD,HIGGINS,Bus Operations
9868,88,NATOMA,HIGGINS,Bus Operations
9869,88,NEENAH,HIGGINS,Bus Operations
9872,88,MOBILE,HIGGINS,Bus Operations
9873,88,MELVINA,HIGGINS,Bus Operations
9874,88,MEADE,HIGGINS,Bus Operations
9876,88,MARMORA,HIGGINS,Bus Operations
9878,88,MAJOR,HIGGINS,Bus Operations
9879,88,CENTRAL/EDMUNDS,HIGGINS,Bus Operations
9880,85&88,HIGGINS,GALE,Bus Operations
9881,85&88,MILWAUKEE,GALE,Bus Operations
9883,68,CENTRAL,NORTHWEST HWY,Bus Operations
9884,68,FOSTER,NORTHWEST HWY,Bus Operations
9885,68,MENARD,NORTHWEST HWY,Bus Operations
9886,68,MARMORA,NORTHWEST HWY,Bus Operations
9887,68,AUSTIN,NORTHWEST HWY,Bus Operations
9889,68,MEADE,NORTHWEST HWY,Bus Operations
9890,68,BRYN MAWR,NORTHWEST HWY,Bus Operations
9891,68,MOBILE,NORTHWEST HWY,Bus Operations
9893,68,NAPOLEON,NORTHWEST HWY,Bus Operations
9894,68,NASHOTAH,NORTHWEST HWY,Bus Operations
9895,68,NAPER,NORTHWEST HWY,Bus Operations
9896,68,NEOLA,NORTHWEST HWY,Bus Operations
9897,68,NETTLETON,NORTHWEST HWY,Bus Operations
9898,68,RAVEN,NORTHWEST HWY,Bus Operations
9899,68,NIAGARA,NORTHWEST HWY,Bus Operations
9900,68,SAYRE,NORTHWEST HWY,Bus Operations
9901,68,NEVA,NORTHWEST HWY,Bus Operations
9903,68,DEVON,NORTHWEST HWY,Bus Operations
9904,68,6487 NORTH,NORTHWEST HWY,Bus Operations
9905,68,OKETO (west leg),NORTHWEST HWY,Bus Operations
9906,68,OGALLAH (west leg),NORTHWEST HWY,Bus Operations
9908,68,OLIPHANT,NORTHWEST HWY,Bus Operations
9910,68,OVERHILL,NORTHWEST HWY,Bus Operations
9911,68,OZARK,NORTHWEST HWY,Bus Operations
9912,68,MERRILL,NORTHWEST HWY,Bus Operations
9913,68,300 SOUTH (private rdwy.),NORTHWEST HWY,Bus Operations
9914,68,NORTHWEST HWY,WASHINGTON,Bus Operations
9915,68,SUMMIT,WASHINGTON,Bus Operations
9916,68,PROSPECT,SUMMIT,Bus Operations
9917,68,w. of PROSPECT (stand),SUMMIT,Bus Operations
9918,68,betw. SUMMIT & PROSPECT,TOUHY,Bus Operations
9919,68,PROSPECT,NORTHWEST HWY,Bus Operations
9920,68,EUCLID,NORTHWEST HWY,Bus Operations
9921,68,WASHINGTON (north leg),NORTHWEST HWY,Bus Operations
9922,68,300 SOUTH (private rdwy.),NORTHWEST HWY,Bus Operations
9923,68,MERRILL,NORTHWEST HWY,Bus Operations
9924,68,OZARK,NORTHWEST HWY,Bus Operations
9925,68,OVERHILL,NORTHWEST HWY,Bus Operations
9927,68,OLIPHANT,NORTHWEST HWY,Bus Operations
9929,68,OGALLAH (east leg),NORTHWEST HWY,Bus Operations
9930,68,OKETO (east leg),NORTHWEST HWY,Bus Operations
9931,68,6486 NORTH,NORTHWEST HWY,Bus Operations
9932,68,DEVON,NORTHWEST HWY,Bus Operations
9933,68,HARLEM,NORTHWEST HWY,Bus Operations
9934,68,NEVA,NORTHWEST HWY,Bus Operations
9935,68,SAYRE,NORTHWEST HWY,Bus Operations
9936,68,NIAGARA,NORTHWEST HWY,Bus Operations
9937,68,RAVEN,NORTHWEST HWY,Bus Operations
9939,68,NEOLA,NORTHWEST HWY,Bus Operations
9940,68,NAPER,NORTHWEST HWY,Bus Operations
9941,68,NASHOTAH,NORTHWEST HWY,Bus Operations
9942,68,NAPOLEON,NORTHWEST HWY,Bus Operations
9943,68,NAGLE,NORTHWEST HWY,Bus Operations
9944,68,MOBILE,NORTHWEST HWY,Bus Operations
9945,68,BRYN MAWR,NORTHWEST HWY,Bus Operations
9946,68,MEADE,NORTHWEST HWY,Bus Operations
9948,68,AUSTIN,NORTHWEST HWY,Bus Operations
9949,68,MARMORA,NORTHWEST HWY,Bus Operations
9950,68,MENARD,NORTHWEST HWY,Bus Operations
9951,68,FOSTER,NORTHWEST HWY,Bus Operations
9952,68,CENTRAL,NORTHWEST HWY,Bus Operations
9953,68,MILWAUKEE,NORTHWEST HWY,Bus Operations
9956,52A,HAMLIN,115TH STREET,Bus Operations
9957,52A,LAWNDALE,115TH STREET,Bus Operations
