stop_id,routes,cross_street,on_street,dept_name
4366,17,3RD AVENUE,MADISON,Bus Operations
4367,17,1ST AVENUE,MADISON,Bus Operations
4368,17,MAYWOOD PUBLIC WORKS,MADISON,Bus Operations
4370,17,GALE,MADISON,Bus Operations
4371,17,FOREST,MADISON,Bus Operations
4373,17,JACKSON BOULEVARD,MADISON,Bus Operations
4374,17,MADISON,DESPLAINES,Bus Operations
4375,17,ADAMS,DESPLAINES,Bus Operations
4376,17,JACKSON,DESPLAINES,Bus Operations
4377,62&62H,NEVA,ARCHER,Bus Operations
4378,62&62H,NOTTINGHAM,ARCHER,Bus Operations
4379,62&62H,SAYRE,ARCHER,Bus Operations
4381,62&62H,OAK PARK,ARCHER,Bus Operations
4382,62&62H,NORMANDY,ARCHER,Bus Operations
4383,62&62H,NASHVILLE,ARCHER,Bus Operations
4384,62&62H,NATCHEZ,ARCHER,Bus Operations
4385,62&62H,CICERO,ARCHER,Bus Operations
4386,62&62H,MERRIMAC,ARCHER,Bus Operations
4389,62&62H,AUSTIN,ARCHER,Bus Operations
4390,62&62H,MAYFIELD,ARCHER,Bus Operations
4391,62&62H,MENARD,ARCHER,Bus Operations
4392,62&62H,MAJOR,ARCHER,Bus Operations
4393,62&62H,CENTRAL,ARCHER,Bus Operations
4394,62&62H,LINDER,ARCHER,Bus Operations
4395,62&62H,LONG,ARCHER,Bus Operations
4396,62&62H,LOCKWOOD,ARCHER,Bus Operations
4397,62&62H,LARAMIE,ARCHER,Bus Operations
4398,62&62H,LECLAIRE,ARCHER,Bus Operations
4400,62&62H,LAVERGNE,ARCHER,Bus Operations
4401,62&62H,LAMON,ARCHER,Bus Operations
4402,62&62H,CICERO,ARCHER,Bus Operations
4403,62,KILPATRICK,ARCHER,Bus Operations
4405,62,KILBOURN,ARCHER,Bus Operations
4406,62,KOSTNER,ARCHER,Bus Operations
4407,62,KILDARE,ARCHER,Bus Operations
4408,62,KEELER,ARCHER,Bus Operations
4410,62,ORANGE LINE STATION,PULASKI/51ST,Bus Operations
4411,62,PULASKI,ARCHER,Bus Operations
4413,62,HAMLIN,ARCHER,Bus Operations
4414,62,LAWNDALE,ARCHER,Bus Operations
4415,62,47TH STREET,ARCHER,Bus Operations
4416,62,DRAKE,ARCHER,Bus Operations
4417,62,ST. LOUIS,ARCHER,Bus Operations
4418,62,HOMAN (east leg),ARCHER,Bus Operations
4419,62,SPAULDING (west leg),ARCHER,Bus Operations
4420,62,KEDZIE,ARCHER,Bus Operations
4422,62,SACRAMENTO,ARCHER,Bus Operations
4423,62,FRANCISCO (west leg),ARCHER,Bus Operations
4424,62,CALIFORNIA,ARCHER,Bus Operations
4425,62,BRIGHTON,ARCHER,Bus Operations
4426,62,39TH PLACE,ARCHER,Bus Operations
4428,39&62,CAMPBELL/38TH STREET,ARCHER,Bus Operations
4429,39&62,WESTERN AVENUE,ARCHER,Bus Operations
4430,39&62,37TH STREET,ARCHER,Bus Operations
4431,39&62,OAKLEY,ARCHER,Bus Operations
4432,35,ORANGE LINE STATION,35TH/ARCHER,Bus Operations
4433,35&50&62,35TH STREET/HOYNE,ARCHER,Bus Operations
4434,62,DAMEN,ARCHER,Bus Operations
4435,62,34TH STREET,ARCHER,Bus Operations
4436,62,33RD PLACE,ARCHER,Bus Operations
4437,62,WOOD,ARCHER,Bus Operations
4438,62,PAULINA,ARCHER,Bus Operations
4439,62,ASHLAND,ARCHER,Bus Operations
4440,62,PITNEY COURT,ARCHER,Bus Operations
4441,62,LOCK,ARCHER,Bus Operations
4442,62,ARCH,ARCHER,Bus Operations
4443,62,LOOMIS/FULLER,ARCHER,Bus Operations
4444,62,BONFIELD (east leg),ARCHER,Bus Operations
4446,62,POPLAR,ARCHER,Bus Operations
4447,62,SENOUR,ARCHER,Bus Operations
4448,8&62,GREEN,ARCHER,Bus Operations
4449,8&44&62,HALSTED,ARCHER,Bus Operations
4450,44&62,LOWE,ARCHER,Bus Operations
4451,44&62,WALLACE,ARCHER,Bus Operations
4452,44&62,23RD PLACE,ARCHER,Bus Operations
4453,44&62,CANAL,ARCHER,Bus Operations
4454,62,CERMAK/PRINCETON,ARCHER,Bus Operations
4456,62,CLARK,ARCHER,Bus Operations
4457,62,DEARBORN,ARCHER,Bus Operations
4458,62,STATE,ARCHER,Bus Operations
4461,62,DEARBORN,ARCHER,Bus Operations
4462,62,FEDERAL/CULLERTON,ARCHER,Bus Operations
4463,62,WENTWORTH,ARCHER,Bus Operations
4464,62,CERMAK/PRINCETON,ARCHER,Bus Operations
4465,62,CANAL,ARCHER,Bus Operations
4466,44&62,GROVE,ARCHER,Bus Operations
4467,44&62,WALLACE,ARCHER,Bus Operations
4468,44&62,LOWE,ARCHER,Bus Operations
4469,44&62,HALSTED,ARCHER,Bus Operations
4470,44,ORANGE LINE STATION,ARCHER/HALSTED,Bus Operations
4471,62,SENOUR,ARCHER,Bus Operations
4472,62,POPLAR,ARCHER,Bus Operations
4474,62,BONFIELD (west leg),ARCHER,Bus Operations
4475,62,LOOMIS/FULLER,ARCHER,Bus Operations
4476,62,ARCH,ARCHER,Bus Operations
4477,62,LOCK,ARCHER,Bus Operations
4478,62,PITNEY COURT,ARCHER,Bus Operations
4479,62,ASHLAND,ARCHER,Bus Operations
4480,62,PAULINA,ARCHER,Bus Operations
4481,62,WOOD,ARCHER,Bus Operations
4483,62,34TH STREET,ARCHER,Bus Operations
4484,62,DAMEN,ARCHER,Bus Operations
4485,50&62,35TH STREET/HOYNE,ARCHER,Bus Operations
4486,35&50&62,35TH STREET,LEAVITT,Bus Operations
4487,39&62,OAKLEY,ARCHER,Bus Operations
4489,39&62,WESTERN AVENUE,ARCHER,Bus Operations
4490,39&62,38TH STREET/CAMPBELL,ARCHER,Bus Operations
4491,39&62,PERSHING/ROCKWELL,ARCHER,Bus Operations
4492,62,39TH PLACE,ARCHER,Bus Operations
4493,62,BRIGHTON,ARCHER,Bus Operations
4494,62,CALIFORNIA,ARCHER,Bus Operations
4495,62,FRANCISCO (east leg),ARCHER,Bus Operations
4496,62,SACRAMENTO,ARCHER,Bus Operations
4498,62,KEDZIE,ARCHER,Bus Operations
4499,62,SPAULDING (east leg),ARCHER,Bus Operations
4501,62,ST. LOUIS,ARCHER,Bus Operations
4502,62,DRAKE,ARCHER,Bus Operations
4503,62,47TH STREET,ARCHER,Bus Operations
4504,62,LAWNDALE,ARCHER,Bus Operations
4505,62,HAMLIN,ARCHER,Bus Operations
4506,62,49TH ST./AVERS (west leg),ARCHER,Bus Operations
4507,62,PULASKI,ARCHER,Bus Operations
4508,62,ARCHER,KARLOV,Bus Operations
4509,62,KEELER,ARCHER,Bus Operations
4510,62,KILDARE,ARCHER,Bus Operations
4511,62,KOSTNER,ARCHER,Bus Operations
4512,62,KILBOURN,ARCHER,Bus Operations
4514,62,KILPATRICK,ARCHER,Bus Operations
4515,62,CICERO,ARCHER,Bus Operations
4516,62&62H,LAMON,ARCHER,Bus Operations
4517,62&62H,LAVERGNE,ARCHER,Bus Operations
4519,62&62H,LECLAIRE,ARCHER,Bus Operations
4520,62&62H,LARAMIE,ARCHER,Bus Operations
4521,62&62H,LOCKWOOD,ARCHER,Bus Operations
4522,62&62H,LONG,ARCHER,Bus Operations
4524,62&62H,CENTRAL,ARCHER,Bus Operations
4525,62&62H,MAJOR (west leg),ARCHER,Bus Operations
4526,62&62H,MENARD,ARCHER,Bus Operations
4529,62&62H,MEADE,ARCHER,Bus Operations
4530,62&62H,MELVINA,ARCHER,Bus Operations
4531,62&62H,MERRIMAC,ARCHER,Bus Operations
4535,62&62H,NATCHEZ,ARCHER,Bus Operations
4536,62&62H,NASHVILLE,ARCHER,Bus Operations
4537,62&62H,NORMANDY,ARCHER,Bus Operations
4538,62&62H,OAK PARK,ARCHER,Bus Operations
4539,62&62H,NEW ENGLAND,ARCHER,Bus Operations
4540,62&62H,SAYRE,ARCHER,Bus Operations
4541,62&62H,NOTTINGHAM,ARCHER,Bus Operations
4542,55A&55N,CICERO,55TH STREET,Bus Operations
4544,55A&55N,LOCKWOOD,55TH STREET,Bus Operations
4545,55A&55N,LONG,55TH STREET,Bus Operations
4548,55A&55N,MENARD,55TH STREET,Bus Operations
4549,55A&55N,MAYFIELD,55TH STREET,Bus Operations
4550,55N,AUSTIN,55TH STREET,Bus Operations
4555,55N,AUSTIN,55TH STREET,Bus Operations
4556,55A,55TH STREET,AUSTIN,Bus Operations
4557,55A,56TH STREET,AUSTIN,Bus Operations
4568,55A,65TH STREET,AUSTIN,Bus Operations
4578,55A,56TH STREET,AUSTIN,Bus Operations
4579,55A,55TH STREET,AUSTIN,Bus Operations
4580,55A&55N,MAYFIELD,55TH STREET,Bus Operations
4581,55A&55N,MENARD,55TH STREET,Bus Operations
4582,55A&55N,CENTRAL,55TH STREET,Bus Operations
4583,55A&55N,LINDER,55TH STREET,Bus Operations
4584,55A&55N,LONG,55TH STREET,Bus Operations
4585,55A&55N,LOCKWOOD,55TH STREET,Bus Operations
4587,55A&55N,CICERO,55TH STREET,Bus Operations
4589,47&54B,47TH STREET,CICERO,Bus Operations
4591,130&146,AQUARIUM,SOLIDARITY DR,Bus Operations
4593,130&146,LYNN WHITE DRIVE,SOLIDARITY DR,Bus Operations
4594,29,CERMAK,STATE,Bus Operations
4595,130&146,AQUARIUM,SOLIDARITY DR,Bus Operations
4597,54B,43RD STREET,CICERO,Bus Operations
4598,54B,47TH STREET,CICERO,Bus Operations
4600,54B&165,63RD STREET,CICERO,Bus Operations
4601,54B&63&63W&165,61ST STREET,CICERO,Bus Operations
4605,47&54B&55&62&62H,55TH STREET,CICERO,Bus Operations
4606,47&54B&62,ARCHER,CICERO,Bus Operations
4607,47&54B&N62,ARCHER,CICERO,Bus Operations
4608,47&54B&62&62H,55TH STREET,CICERO,Bus Operations
4611,54B&63&63W&165,61ST STREET,CICERO,Bus Operations
4612,54B&63W&165,63RD STREET,CICERO,Bus Operations
4613,47,ARCHER,CICERO,Bus Operations
4614,8&N62,CERMAK,HALSTED,Bus Operations
4615,8&N62,18TH STREET (south leg),HALSTED,Bus Operations
4618,8,POLK,HALSTED,Bus Operations
4623,11,RANDOLPH,FRANKLIN,Bus Operations
4626,11&125,MERCHANDISE MART,ORLEANS,Bus Operations
4627,11&125,HUBBARD,ORLEANS,Bus Operations
4628,11&125,MERCHANDISE MART,WELLS,Bus Operations
4630,11,LAKE,WELLS,Bus Operations
4632,11,WASHINGTON,WELLS,Bus Operations
4633,11,MADISON,WELLS,Bus Operations
4634,11,MONROE,WELLS,Bus Operations
4635,11,ADAMS,WELLS,Bus Operations
4638,8,HARRISON,HALSTED,Bus Operations
4639,8,POLK,HALSTED,Bus Operations
4640,8,TAYLOR,HALSTED,Bus Operations
4642,8&N62,18TH STREET (north leg),HALSTED,Bus Operations
4644,8&N62,ARCHER,HALSTED,Bus Operations
4646,62H&63W,76TH AVENUE,63RD STREET,Bus Operations
4647,62H&63W,75TH AVENUE,63RD STREET,Bus Operations
4648,62H&63W,74TH AVENUE,63RD STREET,Bus Operations
4649,62H&63W,73RD AVENUE,63RD STREET,Bus Operations
4650,63W,HARLEM,63RD STREET,Bus Operations
4651,63W,NOTTINGHAM,63RD STREET,Bus Operations
4652,63W,SAYRE,63RD STREET,Bus Operations
4653,63W,NEW ENGLAND,63RD STREET,Bus Operations
4654,63W,OAK PARK,63RD STREET,Bus Operations
4655,63W,NORMANDY,63RD STREET,Bus Operations
4656,63W,NASHVILLE,63RD STREET,Bus Operations
4657,63W,NATCHEZ,63RD STREET,Bus Operations
4658,55N,63RD STREET,NARRAGANSETT,Bus Operations
4659,55N,62ND STREET,NARRAGANSETT,Bus Operations
4660,55N,61ST STREET,NARRAGANSETT,Bus Operations
4661,55N,60TH STREET,NARRAGANSETT,Bus Operations
4662,55N,59TH STREET,NARRAGANSETT,Bus Operations
13128,206,DODGE,OAKTON,Bus Operations
4663,55N,58TH STREET,NARRAGANSETT,Bus Operations
4664,55N,57TH STREET,NARRAGANSETT,Bus Operations
4665,55N,56TH STREET,NARRAGANSETT,Bus Operations
4666,55N,55TH STREET,NARRAGANSETT,Bus Operations
4667,55N,55TH STREET,NARRAGANSETT,Bus Operations
4668,55N,56TH STREET,NARRAGANSETT,Bus Operations
4669,55N,57TH STREET,NARRAGANSETT,Bus Operations
4670,55N,58TH STREET,NARRAGANSETT,Bus Operations
4671,55N,59TH STREET,NARRAGANSETT,Bus Operations
4672,55N,60TH STREET,NARRAGANSETT,Bus Operations
4673,55N,61ST STREET,NARRAGANSETT,Bus Operations
4674,55N,62ND STREET,NARRAGANSETT,Bus Operations
4675,63W,NARRAGANSETT,63RD STREET,Bus Operations
4676,63W,NATCHEZ,63RD STREET,Bus Operations
4677,63W,NASHVILLE,63RD STREET,Bus Operations
4678,63W,NORMANDY,63RD STREET,Bus Operations
4679,63W,OAK PARK,63RD STREET,Bus Operations
4680,63W,NEW ENGLAND(west leg),63RD STREET,Bus Operations
4681,63W,SAYRE,63RD STREET,Bus Operations
4682,63W,NOTTINGHAM,63RD STREET,Bus Operations
4684,63W,63RD STREET,HARLEM,Bus Operations
4685,63W,HARLEM,63RD STREET,Bus Operations
4686,62H&63W,73RD AVENUE,63RD STREET,Bus Operations
4687,62H&63W,74TH AVENUE,63RD STREET,Bus Operations
4688,62H&63W,75TH AVENUE,63RD STREET,Bus Operations
4689,62H&63W,76TH AVENUE,63RD STREET,Bus Operations
4693,53A,115TH STREET,PULASKI,Bus Operations
4694,53A,111TH STREET,PULASKI,Bus Operations
4695,53A,107TH STREET,PULASKI,Bus Operations
4696,53A&103,103RD STREET,PULASKI,Bus Operations
4697,53A,99TH STREET,PULASKI,Bus Operations
4698,53A,95TH STREET,PULASKI,Bus Operations
4699,53A,91ST STREET,PULASKI,Bus Operations
4700,53A,87TH STREET,PULASKI,Bus Operations
4702,79,81ST STREET,PULASKI,Bus Operations
4703,53A,81ST STREET,PULASKI,Bus Operations
4704,53A,79TH STREET,PULASKI,Bus Operations
4705,82,13TH STREET,HOMAN,Bus Operations
4706,82,DOUGLAS BLVD,HOMAN,Bus Operations
4707,53A&67,75TH PLACE,PULASKI,Bus Operations
4708,53A,71ST STREET,PULASKI,Bus Operations
4709,82,ST. LOUIS,DOUGLAS BLVD,Bus Operations
4710,53A,MARQUETTE RD,PULASKI,Bus Operations
4711,82,ST. LOUIS,DOUGLAS BLVD,Bus Operations
4712,53A,63RD STREET,PULASKI,Bus Operations
4713,82,DOUGLAS BLVD,HOMAN,Bus Operations
4714,53A,59TH STREET,PULASKI,Bus Operations
4715,82,13TH STREET,HOMAN,Bus Operations
4716,53A,55TH STREET,PULASKI,Bus Operations
4717,126,DAMEN,JACKSON,Bus Operations
4718,126,HOYNE,JACKSON,Bus Operations
4722,53A,55TH STREET,PULASKI,Bus Operations
4723,126,CAMPBELL,JACKSON,Bus Operations
4724,53A,59TH STREET,PULASKI,Bus Operations
4725,7&126&143&147,MICHIGAN,CONGRESS,Bus Operations
4726,53A,63RD STREET,PULASKI,Bus Operations
4727,20,1633 WEST,MADISON,Bus Operations
4728,53A,MARQUETTE RD,PULASKI,Bus Operations
4729,J14&19&20&56&60&124&157,STATE,MADISON,Bus Operations
4730,53A,71ST STREET,PULASKI,Bus Operations
4731,53A&67,75TH PLACE,PULASKI,Bus Operations
4732,1&7&X28&126&129&130&151,STATE,ADAMS,Bus Operations
4734,53A&79,79TH STREET,PULASKI,Bus Operations
4735,53A,81ST STREET,PULASKI,Bus Operations
4737,53A,87TH STREET,PULASKI,Bus Operations
4738,53A,91ST ST.(SB/NS 91st Pl.),PULASKI,Bus Operations
4739,53A,95TH STREET,PULASKI,Bus Operations
4740,53A,99TH STREET,PULASKI,Bus Operations
4742,53A,107TH STREET,PULASKI,Bus Operations
4743,53A,111TH STREET,PULASKI,Bus Operations
4746,56A&68&85&85A&92,METRA STATION WALKWAY,MILWAUKEE,Bus Operations
4747,56A&68&85&85A&92,CARMEN/NW HIGHWAY,MILWAUKEE,Bus Operations
4748,56A&85&85A&92,FOSTER (south leg),MILWAUKEE,Bus Operations
4749,92,LOVEJOY/GETTYSBURG,FOSTER,Bus Operations
4750,92,LONG,FOSTER,Bus Operations
4751,92,LOCKWOOD,FOSTER,Bus Operations
4752,92,LARAMIE,FOSTER,Bus Operations
4753,92,LECLAIRE,FOSTER,Bus Operations
4755,92,LACROSSE,FOSTER,Bus Operations
4756,92,CICERO,FOSTER,Bus Operations
4757,92,KEATING,FOSTER,Bus Operations
4758,92,4635 WEST,FOSTER,Bus Operations
4759,92,KILBOURN,FOSTER,Bus Operations
4760,92,KOSTNER,FOSTER,Bus Operations
4761,92,KILDARE,FOSTER,Bus Operations
4762,92,TRIPP,FOSTER,Bus Operations
4763,92,KEELER,FOSTER,Bus Operations
4764,92,PULASKI,FOSTER,Bus Operations
4765,92,AVERS,FOSTER,Bus Operations
4766,92,3700 WEST (LAWNDALE),FOSTER,Bus Operations
4767,92,MONTICELLO,FOSTER,Bus Operations
4770,92,ST. LOUIS,FOSTER,Bus Operations
4771,92,KIMBALL,FOSTER,Bus Operations
4772,82&92,SPAULDING,FOSTER,Bus Operations
4773,92,KEDZIE,FOSTER,Bus Operations
4774,92&93,ALBANY,FOSTER,Bus Operations
4775,92&93,VIRGINIA,FOSTER,Bus Operations
4776,92&93,FRANCISCO,FOSTER,Bus Operations
4778,92,WASHTENAW,FOSTER,Bus Operations
4779,92,ROCKWELL,FOSTER,Bus Operations
4781,92,WESTERN,FOSTER,Bus Operations
4782,92,OAKLEY,FOSTER,Bus Operations
4783,92,LEAVITT,FOSTER,Bus Operations
4784,92,HOYNE,FOSTER,Bus Operations
4785,92,DAMEN,FOSTER,Bus Operations
4787,50&92,WOLCOTT,FOSTER,Bus Operations
4788,50&92,RAVENSWOOD,FOSTER,Bus Operations
4789,50&92,PAULINA,FOSTER,Bus Operations
4790,92,ASHLAND,FOSTER,Bus Operations
4791,92,CLARK,FOSTER,Bus Operations
4792,92,GLENWOOD,FOSTER,Bus Operations
4793,92,LAKEWOOD,FOSTER,Bus Operations
4794,36&92,FOSTER,BROADWAY,Bus Operations
4796,92&N151,BROADWAY,BERWYN,Bus Operations
4797,92&144&146&N151,BROADWAY,FOSTER,Bus Operations
4798,92,LAKEWOOD,FOSTER,Bus Operations
4800,92,CLARK,FOSTER,Bus Operations
4801,92,ASHLAND,FOSTER,Bus Operations
4802,50&92,PAULINA,FOSTER,Bus Operations
4803,50&92,RAVENSWOOD,FOSTER,Bus Operations
4804,50&92,WOLCOTT,FOSTER,Bus Operations
4807,92,HOYNE,FOSTER,Bus Operations
4808,92,LEAVITT,FOSTER,Bus Operations
4809,92,OAKLEY,FOSTER,Bus Operations
4811,92,LINCOLN,FOSTER,Bus Operations
4812,92,ROCKWELL,FOSTER,Bus Operations
4813,92,WASHTENAW,FOSTER,Bus Operations
4814,92,CALIFORNIA,FOSTER,Bus Operations
4815,92&93,FRANCISCO,FOSTER,Bus Operations
4816,92&93,VIRGINIA,FOSTER,Bus Operations
4818,92&93,KEDZIE,FOSTER,Bus Operations
4819,82&92&93,SPAULDING,FOSTER,Bus Operations
4821,92,ST. LOUIS,FOSTER,Bus Operations
4824,92,MONTICELLO,FOSTER,Bus Operations
4825,92,3700 WEST (LAWNDALE),FOSTER,Bus Operations
4827,92,PULASKI,FOSTER,Bus Operations
4828,92,KEELER,FOSTER,Bus Operations
4832,92,KILBOURN,FOSTER,Bus Operations
4833,92,4635 WEST,FOSTER,Bus Operations
4834,92,CICERO,FOSTER,Bus Operations
4835,92,LACROSSE,FOSTER,Bus Operations
4836,92,ELSTON,FOSTER,Bus Operations
4837,92,LECLAIRE,FOSTER,Bus Operations
4838,92,LARAMIE,FOSTER,Bus Operations
4839,92,LOCKWOOD,FOSTER,Bus Operations
4840,92,LONG,FOSTER,Bus Operations
4841,92,MILWAUKEE,FOSTER,Bus Operations
4842,56A&85&85A&92,NORTHWEST HWY,MILWAUKEE,Bus Operations
4843,56A&68&85&85A&92,CARMEN/NW HIGHWAY,MILWAUKEE,Bus Operations
4844,56A&68&85&85A&92,GALE (west leg),MILWAUKEE,Bus Operations
4845,136&144&146&147,SHERIDAN,FOSTER,Bus Operations
4846,136&144&146&147,MARINE DRIVE,FOSTER,Bus Operations
4847,136&144&146&147,MARINE DRIVE,FOSTER,Bus Operations
4851,136&144&146,betw. WINONA & CARMEN,MARINE DRIVE,Bus Operations
4852,136&144&146,ARGYLE,MARINE DRIVE,Bus Operations
4853,136&144&146,MARGATE,MARINE DRIVE,Bus Operations
4854,136&144&146,AINSLIE,MARINE DRIVE,Bus Operations
4855,136&144&146,GUNNISON,MARINE DRIVE,Bus Operations
4856,136&144&146,LAWRENCE,MARINE DRIVE,Bus Operations
4857,136&144&146,LELAND,MARINE DRIVE,Bus Operations
4858,136&144&146,4646 NORTH,MARINE DRIVE,Bus Operations
4859,136&144&146,WILSON,MARINE DRIVE,Bus Operations
4860,136&144&146,MONTROSE,MARINE DRIVE,Bus Operations
4861,136&144&146,4250 NORTH,MARINE DRIVE,Bus Operations
4862,136&144&146,BUENA,MARINE DRIVE,Bus Operations
4863,136&144&146,GORDON TERRACE,MARINE DRIVE,Bus Operations
4864,136&144&146,BITTERSWEET,MARINE DRIVE,Bus Operations
4865,146,IRVING PARK,MARINE DRIVE,Bus Operations
4866,80&135&145&146,W. SHERIDAN (3900 N),LAKE SHORE,Bus Operations
4867,135&145&146,BELMONT,INNER LAKE SHR,Bus Operations
4870,2&6&10&J14&26&X28&147,MICHIGAN,BALBO,Bus Operations
4871,2&6&10&J14&26&X28,COLUMBUS,BALBO,Bus Operations
4872,2&6&10&J14&26&X28&128,11TH ST.PEDESTRIAN BRIDGE,COLUMBUS,Bus Operations
4873,130&146,SOLDIER FIELD,MCFETRIDGE,Bus Operations
4877,128&130&146,PLANETARIUM CONCOURSE ENT,SOLIDARITY DR,Bus Operations
4883,2&6&10&J14&26&X28,COLUMBUS,BALBO,Bus Operations
4884,2&6&10&J14&26&X28,MICHIGAN,BALBO,Bus Operations
4886,135&145&146&152,GRACE,LAKE SHORE,Bus Operations
4887,135&145&146,W. SHERIDAN (3900 N),LAKE SHORE,Bus Operations
4888,136&144&146,IRVING PARK,MARINE DRIVE,Bus Operations
4889,136&144&146,BITTERSWEET/O.D.off ramp,MARINE DRIVE,Bus Operations
4890,136&144&146,GORDON TERRACE,MARINE DRIVE,Bus Operations
4891,136&144&146,BUENA,MARINE DRIVE,Bus Operations
4893,136&144&146,MONTROSE,MARINE DRIVE,Bus Operations
4894,136&144&146,WILSON,MARINE DRIVE,Bus Operations
4895,136&144&146,LAWRENCE,MARINE DRIVE,Bus Operations
4896,136&144&146,GUNNISON,MARINE DRIVE,Bus Operations
4897,136&144&146,AINSLIE,MARINE DRIVE,Bus Operations
4898,136&144&146,MARGATE,MARINE DRIVE,Bus Operations
4899,136&144&146,ARGYLE,MARINE DRIVE,Bus Operations
4900,136&144&146,WINONA,MARINE DRIVE,Bus Operations
4901,92&144&146&N151,SHERIDAN,FOSTER,Bus Operations
4903,145&148,WILSON,RAVENSWOOD (east leg),Bus Operations
4904,145&148,RAVENSWOOD (east leg),WILSON,Bus Operations
4906,145&148,PAULINA,WILSON,Bus Operations
4907,145&148,ASHLAND,WILSON,Bus Operations
4908,145&148,CLARK,WILSON,Bus Operations
4910,78&145&148,BEACON,WILSON,Bus Operations
4912,78&145&148,MAGNOLIA,WILSON,Bus Operations
4914,78&145&148,BROADWAY,WILSON,Bus Operations
4915,78&145&148,SHERIDAN,WILSON,Bus Operations
4916,78&145&148,HAZEL,WILSON,Bus Operations
4917,78&145&148,CLARENDON,WILSON,Bus Operations
4918,135&145&148,WINDSOR,CLARENDON,Bus Operations
4919,135&145&148,SUNNYSIDE,CLARENDON,Bus Operations
4920,135&145&148,MONTROSE,CLARENDON,Bus Operations
4921,135&145&148,JUNIOR TERRACE,CLARENDON,Bus Operations
4922,135&145&148,BUENA,CLARENDON,Bus Operations
4923,135&145&148,BELLE PLAINE,CLARENDON,Bus Operations
4924,135&145&148,CUYLER,CLARENDON,Bus Operations
4925,80&135&145&148,CLARENDON,IRVING PARK,Bus Operations
4926,80&135&145&148,PINE GROVE,IRVING PARK,Bus Operations
4927,80&135&145&148,MARINE DRIVE,IRVING PARK,Bus Operations
4928,135&145&148,MARINE DRIVE,IRVING PARK,Bus Operations
4929,135&145&148,PINE GROVE,IRVING PARK,Bus Operations
13134,206,DODGE,LAKE,Bus Operations
4930,135&145&148,CLARENDON,IRVING PARK,Bus Operations
4931,135&145&148,BITTERSWEET,CLARENDON,Bus Operations
4932,135&145&148,BELLE PLAINE,CLARENDON,Bus Operations
4933,135&145&148,BUENA,CLARENDON,Bus Operations
4934,135&145&148,JUNIOR TERRACE(sb leg),CLARENDON,Bus Operations
4935,135&145&148,MONTROSE,CLARENDON,Bus Operations
4936,135&145&148,SUNNYSIDE,CLARENDON,Bus Operations
4937,135&145&148,WINDSOR,CLARENDON,Bus Operations
4938,135&145&148,CLARENDON,WILSON,Bus Operations
4939,145&148,HAZEL,WILSON,Bus Operations
4940,145&148,SHERIDAN,WILSON,Bus Operations
4941,78&145&148,BROADWAY,WILSON,Bus Operations
4943,78&145&148,MAGNOLIA,WILSON,Bus Operations
4945,78&145&148,BEACON,WILSON,Bus Operations
4947,145&148,CLARK,WILSON,Bus Operations
4954,50,EASTWOOD/BROWN LINE STATION,DAMEN,Bus Operations
4955,50,LAWRENCE,DAMEN,Bus Operations
4957,156,CHICAGO,LASALLE,Bus Operations
4958,156,HURON,LASALLE,Bus Operations
4961,156,GRAND,LASALLE,Bus Operations
4962,156,HUBBARD,LASALLE,Bus Operations
4963,156,321 NORTH(Parking Garage),LASALLE,Bus Operations
4970,134&135&136&156,ADAMS,LASALLE,Bus Operations
4973,134&135&136&156,MADISON,LASALLE,Bus Operations
4975,134&135&136&156,RANDOLPH,LASALLE,Bus Operations
4978,156,321 NORTH,LASALLE,Bus Operations
4979,156,ILLINOIS,LASALLE,Bus Operations
4980,156,GRAND,LASALLE,Bus Operations
4982,156,HURON,LASALLE,Bus Operations
4983,156,CHICAGO,LASALLE,Bus Operations
4984,156,EUGENIE,LASALLE,Bus Operations
4986,77,HALSTED,BELMONT,Bus Operations
4987,77&151&156,ORCHARD,BELMONT,Bus Operations
4990,77&151&156,PINE GROVE,BELMONT,Bus Operations
4992,7&60&124&125&126&129&130&157,QUINCY,CLINTON,Bus Operations
4993,77&151&156,SHERIDAN,BELMONT,Bus Operations
4994,77&151&156,PINE GROVE,BELMONT,Bus Operations
4996,77&151&156,BROADWAY,BELMONT,Bus Operations
4997,77&151&156,ORCHARD,BELMONT,Bus Operations
4998,77&151&156,HALSTED,BELMONT,Bus Operations
4999,157,LAKE SHORE DRIVE,CHESTNUT,Bus Operations
5000,157,betw. CHESTNUT & PEARSON,LAKE SHORE,Bus Operations
5001,157,DEWITT,PEARSON,Bus Operations
5002,157,MIES VAN DER ROHE,PEARSON,Bus Operations
5003,157,CHICAGO,MIES VAN DER ROHE,Bus Operations
5004,2&157,FAIRBANKS,ONTARIO,Bus Operations
5005,2&157,ST. CLAIR,ONTARIO,Bus Operations
5006,60&124&157,CANAL,MADISON,Bus Operations
5007,60&124&125&129&130&100,MONROE,CLINTON,Bus Operations
5009,60&124&125&128&132&100&000,ADAMS,CANAL,Bus Operations
5010,60&124&125&129&130&100,MONROE,CANAL,Bus Operations
5012,60&124&129&157,WASHINGTON,CANAL,Bus Operations
5013,2&157,ST. CLAIR,OHIO,Bus Operations
5016,157,DELAWARE,MIES VAN DER ROHE,Bus Operations
5017,157,DEWITT,DELAWARE,Bus Operations
5018,157,CHESTNUT,DEWITT,Bus Operations
5019,10&125,MIES VAN DER ROHE,CHESTNUT,Bus Operations
